,date,price,freight_value,quantity_sold,cci_value,unemr_value,inflation_value
341,2018-04-27 18:35:40,69.9,15.55,1,100.3203,12.89999962,2.762797
342,2018-04-27 22:38:14,69.9,12.43,4,100.3203,12.89999962,2.762797
343,2018-04-28 18:35:26,69.9,15.55,1,100.3203,12.89999962,2.762797
344,2018-04-29 11:12:03,69.9,15.55,1,100.3203,12.89999962,2.762797
345,2018-04-29 13:33:31,69.9,12.43,1,100.3203,12.89999962,2.762797
346,2018-04-30 08:16:55,69.9,15.55,1,100.3203,12.89999962,2.762797
347,2018-05-01 11:10:57,69.9,15.55,1,100.0945,12.69999981,2.855013
348,2018-05-01 11:55:52,69.9,15.55,1,100.0945,12.69999981,2.855013
349,2018-05-01 18:06:41,69.9,15.55,2,100.0945,12.69999981,2.855013
350,2018-05-01 22:57:43,69.9,15.55,1,100.0945,12.69999981,2.855013
351,2018-05-02 09:01:03,69.9,12.43,1,100.0945,12.69999981,2.855013
352,2018-05-02 19:38:26,69.9,15.55,1,100.0945,12.69999981,2.855013
353,2018-05-02 22:01:59,69.9,15.55,1,100.0945,12.69999981,2.855013
354,2018-05-03 10:12:23,69.9,15.55,1,100.0945,12.69999981,2.855013
355,2018-05-03 13:57:06,69.9,15.55,1,100.0945,12.69999981,2.855013
356,2018-05-04 11:34:53,69.9,15.55,1,100.0945,12.69999981,2.855013
357,2018-05-04 13:18:22,69.9,15.55,1,100.0945,12.69999981,2.855013
358,2018-05-04 21:06:29,69.9,15.55,2,100.0945,12.69999981,2.855013
359,2018-05-04 22:53:19,69.9,15.55,1,100.0945,12.69999981,2.855013
360,2018-05-05 15:16:04,69.9,12.43,1,100.0945,12.69999981,2.855013
361,2018-05-05 17:29:55,69.9,12.43,1,100.0945,12.69999981,2.855013
362,2018-05-06 10:19:10,69.9,15.55,1,100.0945,12.69999981,2.855013
363,2018-05-06 12:46:07,69.9,15.55,2,100.0945,12.69999981,2.855013
364,2018-05-06 17:40:21,69.9,15.55,1,100.0945,12.69999981,2.855013
365,2018-05-07 10:48:57,69.9,15.55,1,100.0945,12.69999981,2.855013
366,2018-05-07 10:50:09,69.9,15.55,1,100.0945,12.69999981,2.855013
367,2018-05-07 21:46:22,69.9,15.55,1,100.0945,12.69999981,2.855013
368,2018-05-08 07:14:16,69.9,15.55,1,100.0945,12.69999981,2.855013
369,2018-05-08 10:48:38,69.9,15.55,1,100.0945,12.69999981,2.855013
370,2018-05-08 12:30:21,69.9,15.55,1,100.0945,12.69999981,2.855013
371,2018-05-08 14:13:22,69.9,15.55,2,100.0945,12.69999981,2.855013
372,2018-05-08 22:15:04,69.9,15.55,2,100.0945,12.69999981,2.855013
373,2018-05-08 23:37:53,69.9,15.55,1,100.0945,12.69999981,2.855013
374,2018-05-09 00:10:08,69.9,15.55,1,100.0945,12.69999981,2.855013
375,2018-05-09 00:25:48,69.9,15.55,2,100.0945,12.69999981,2.855013
376,2018-05-09 09:08:49,69.9,15.55,1,100.0945,12.69999981,2.855013
377,2018-05-09 12:27:01,69.9,12.43,1,100.0945,12.69999981,2.855013
378,2018-05-09 18:01:29,69.9,15.55,1,100.0945,12.69999981,2.855013
379,2018-05-09 20:08:50,69.9,15.55,1,100.0945,12.69999981,2.855013
380,2018-05-10 00:40:38,69.9,12.43,2,100.0945,12.69999981,2.855013
381,2018-05-10 11:15:21,69.9,15.55,2,100.0945,12.69999981,2.855013
382,2018-05-10 16:10:47,69.9,12.43,1,100.0945,12.69999981,2.855013
383,2018-05-12 11:05:06,69.9,15.55,2,100.0945,12.69999981,2.855013
384,2018-05-16 15:50:49,69.9,15.55,1,100.0945,12.69999981,2.855013
385,2018-05-16 17:49:57,69.9,15.55,1,100.0945,12.69999981,2.855013
386,2018-05-16 19:04:43,69.9,15.55,2,100.0945,12.69999981,2.855013
387,2018-05-16 19:08:50,69.9,15.55,1,100.0945,12.69999981,2.855013
388,2018-05-17 08:48:05,69.9,12.43,1,100.0945,12.69999981,2.855013
389,2018-05-17 10:31:55,69.9,12.43,3,100.0945,12.69999981,2.855013
390,2018-05-17 16:34:49,69.9,15.55,1,100.0945,12.69999981,2.855013
391,2018-05-17 16:40:12,69.9,15.55,1,100.0945,12.69999981,2.855013
392,2018-05-17 16:59:11,69.9,12.43,1,100.0945,12.69999981,2.855013
393,2018-05-18 18:00:59,69.9,12.43,1,100.0945,12.69999981,2.855013
394,2018-05-18 22:11:22,69.9,12.43,1,100.0945,12.69999981,2.855013
395,2018-05-19 19:46:33,69.9,15.55,1,100.0945,12.69999981,2.855013
396,2018-05-19 20:00:06,69.9,15.55,1,100.0945,12.69999981,2.855013
397,2018-05-20 13:15:21,69.9,15.55,2,100.0945,12.69999981,2.855013
398,2018-05-20 13:38:25,69.9,15.55,1,100.0945,12.69999981,2.855013
399,2018-05-21 08:53:05,69.9,12.43,2,100.0945,12.69999981,2.855013
400,2018-05-21 11:09:52,69.9,15.55,1,100.0945,12.69999981,2.855013
401,2018-05-21 14:45:56,69.9,12.43,2,100.0945,12.69999981,2.855013
402,2018-05-21 18:12:16,69.9,15.55,1,100.0945,12.69999981,2.855013
403,2018-05-22 14:11:51,69.9,15.55,2,100.0945,12.69999981,2.855013
404,2018-05-23 08:23:15,69.9,15.55,1,100.0945,12.69999981,2.855013
405,2018-05-23 11:14:52,69.9,12.43,1,100.0945,12.69999981,2.855013
406,2018-05-23 12:02:38,69.9,15.55,1,100.0945,12.69999981,2.855013
407,2018-05-23 12:37:05,69.9,12.43,1,100.0945,12.69999981,2.855013
408,2018-05-23 12:38:04,69.9,12.43,1,100.0945,12.69999981,2.855013
409,2018-05-23 16:51:21,69.9,12.43,1,100.0945,12.69999981,2.855013
410,2018-05-23 23:51:50,69.9,15.55,1,100.0945,12.69999981,2.855013
411,2018-05-24 15:43:12,69.9,15.55,1,100.0945,12.69999981,2.855013
412,2018-05-25 01:51:58,69.9,15.55,2,100.0945,12.69999981,2.855013
413,2018-05-25 13:28:45,69.9,12.43,2,100.0945,12.69999981,2.855013
414,2018-05-25 17:53:59,69.9,12.43,1,100.0945,12.69999981,2.855013
415,2018-05-26 07:45:36,69.9,15.55,1,100.0945,12.69999981,2.855013
416,2018-05-26 08:58:34,69.9,15.55,1,100.0945,12.69999981,2.855013
417,2018-05-26 09:27:50,69.9,15.55,1,100.0945,12.69999981,2.855013
418,2018-05-29 21:08:28,69.9,26.57,1,100.0945,12.69999981,2.855013
419,2018-06-19 09:58:43,89.9,21.93,2,99.80962,12.39999962,4.391104
420,2018-07-11 18:26:53,89.9,32.65,1,99.6684,12.30000019,4.484844
421,2018-07-22 13:09:08,89.9,26.93,1,99.6684,12.30000019,4.484844
422,2018-08-06 15:21:10,89.9,17.76,1,99.62103,12.10000038,4.193016
423,2018-08-09 11:07:40,109.9,22.07,1,99.62103,12.10000038,4.193016
424,2018-08-18 16:37:58,109.9,27.07,1,99.62103,12.10000038,4.193016
